Date,Close,High,Low,Open,Volume,Daily_Return,MA_30,Volatility
19-03-2024,1408.267334,1420.470153,1400.362659,1411.725629,8275764,-0.009882104,1447.826941,0.01096572
20-03-2024,1426.546875,1427.781981,1407.056934,1410.935093,8488806,0.012980164,1448.352271,0.011128259
21-03-2024,1433.685791,1440.528324,1427.460931,1435.21737,13006936,0.005004333,1448.642932,0.011015404
22-03-2024,1437.6875,1442.603196,1430.103904,1432.697626,19527608,0.002791204,1448.804317,0.010981539
26-03-2024,1424.397827,1435.093914,1421.853558,1427.782065,11415906,-0.009243784,1448.17277,0.011025846
27-03-2024,1475.061768,1482.126595,1429.758122,1430.746207,16326644,0.035568673,1449.506681,0.01277414
28-03-2024,1468.145264,1488.005737,1461.031104,1475.086581,21854364,-0.004688959,1450.190112,0.01272776
01-04-2024,1467.083008,1476.173336,1464.835092,1474.691209,5013880,-0.000723536,1450.302096,0.012571563
02-04-2024,1469.232056,1476.198099,1457.424495,1466.317255,8910166,0.001464844,1450.840597,0.012494565
03-04-2024,1454.065063,1466.761925,1451.397284,1464.415224,7008292,-0.010323075,1451.203719,0.012580921
04-04-2024,1445.493408,1462.11788,1432.722369,1462.11788,14490272,-0.00589496,1450.838953,0.012515719
05-04-2024,1442.702026,1453.274602,1438.650904,1443.467816,7442298,-0.001931093,1450.479122,0.012515286
08-04-2024,1468.268677,1473.209099,1443.591293,1445.542736,8357118,0.017721366,1451.081026,0.012925357
09-04-2024,1446.209839,1472.048272,1445.073518,1471.257756,7071414,-0.015023707,1450.484884,0.01310836
10-04-2024,1461.945068,1469.281644,1448.877675,1448.877675,9138330,0.010880323,1450.022131,0.013181489
12-04-2024,1449.668213,1468.762898,1445.641696,1458.289226,15551012,-0.008397617,1449.35765,0.013247005
15-04-2024,1447.370728,1464.464636,1429.091166,1443.591353,12902062,-0.001584835,1448.671753,0.013248172
16-04-2024,1448.284668,1453.645074,1433.636365,1436.032398,9366184,0.000631449,1449.005229,0.012708221
18-04-2024,1446.876709,1468.293488,1441.961013,1446.061588,19005692,-0.000972156,1449.121326,0.012695215
19-04-2024,1452.607666,1456.436493,1425.830601,1439.416763,15741778,0.003960916,1448.396733,0.012070308
22-04-2024,1462.216675,1465.156202,1450.31033,1454.904826,10350362,0.006615006,1447.489339,0.011977742
23-04-2024,1441.936401,1475.704238,1438.206479,1461.377013,14605554,-0.013869541,1446.143075,0.012201463
24-04-2024,1432.895386,1451.051437,1432.228381,1446.061563,10462776,-0.006270052,1444.403227,0.012229429
25-04-2024,1442.578491,1450.483166,1424.323656,1425.311741,15943926,0.00675772,1443.779081,0.011977026
26-04-2024,1435.242065,1447.543668,1432.722402,1446.506131,9413848,-0.005085634,1443.316329,0.011916994
29-04-2024,1447.568359,1450.409102,1432.722367,1432.722367,7247974,0.008588303,1442.973792,0.011972751
30-04-2024,1449.519897,1465.403307,1445.444049,1450.507982,11474262,0.001348149,1444.120793,0.010632538
